user_id,avg_monthly_income,income_volatility,income_trend,months_since_last_income,avg_monthly_essential_spend,avg_monthly_discretionary_spend,essential_to_income_ratio,discretionary_to_income_ratio,burn_rate_trend,spending_spike_count,current_balance,avg_balance_30d,min_balance_30d,balance_trend,days_until_zero,total_emi_burden,emi_to_income_ratio,missed_emi_count,emi_payment_consistency,max_single_medical_txn,medical_spend_spike,income_drop_flag,income_drop_pct,large_unexpected_debit,risk_label
USR0141,60700,0.0235,-0.0066,0.8,40460,13008,0.6666,0.2143,0.0136,0,213595,227928,201182,60.97,999,23857,0.393,0,1.0,844,3.0036,0,0.029,15,healthy
USR0142,26857,0.0367,0.0035,0.9,42556,5021,1.5845,0.187,0.0027,0,0,14289,0,2.04,999,34898,1.2994,0,1.0,649,1.0,0,-0.0831,18,at_risk
USR0143,11776,0.0823,-0.0228,0.9,4344,2937,0.3689,0.2494,0.0428,0,68446,71938,68446,168.97,999,0,0.0,0,1.0,153,0.7873,0,0.0266,12,healthy
USR0144,14887,0.0602,0.0015,0.8,8182,3061,0.5496,0.2056,-0.0,0,81463,81024,69078,39.3,999,4102,0.2755,0,1.0,349,0.943,0,-0.0429,19,healthy
USR0145,85996,0.0258,-0.005,0.8,53589,15639,0.6232,0.1819,0.0273,0,417326,427400,377743,58.41,999,20479,0.2381,0,1.0,1913,0.85,0,-0.0081,19,healthy
USR0146,111428,0.0403,0.0078,0.2,101796,25577,0.9136,0.2295,0.0228,0,184777,222174,180060,-395.4,467,64452,0.5784,0,1.0,1218,0.9422,0,-0.0902,18,at_risk
USR0147,21650,0.0348,-0.0029,0.8,42825,4272,1.9781,0.1973,-0.0495,1,14621,12933,0,11.19,999,27785,1.2834,0,1.0,144967,0.0106,0,0.0816,11,at_risk
USR0148,32647,0.0259,-0.0,0.8,28788,5638,0.8818,0.1727,-0.0914,1,139872,146516,139872,-150.1,931,8324,0.255,0,1.0,186205,0.0038,0,-0.0342,13,healthy
USR0149,43873,0.0705,-0.0046,0.8,46643,6493,1.0631,0.148,-0.0741,0,4818,11368,2237,-482.06,9,30446,0.694,0,1.0,47399,0.0224,0,-0.0087,15,critical
USR0150,140426,0.0332,0.007,0.8,153370,23116,1.0922,0.1646,0.0152,0,213029,242896,149465,-1298.01,164,87222,0.6211,0,1.0,2841,1.308,0,0.0465,18,at_risk
USR0151,121232,0.0308,0.0111,0.8,60057,22417,0.4954,0.1849,0.0164,0,573671,595681,510594,941.07,999,17732,0.1463,0,1.0,2415,0.8768,0,-0.036,20,healthy
USR0152,48307,0.0154,-0.0051,0.9,18284,13794,0.3785,0.2855,0.1058,0,323634,332768,306942,400.78,999,2766,0.0573,0,1.0,1207,1.2524,0,-0.0259,9,healthy
USR0153,36285,0.0608,0.0027,0.8,31862,5099,0.8781,0.1405,-0.086,1,82924,89212,72625,-152.89,542,18343,0.5055,1,0.8889,140010,0.0138,0,-0.061,12,at_risk
USR0154,10231,0.507,-0.224,0.8,12393,4892,1.2113,0.4782,-0.048,0,63642,66979,59649,-218.77,290,6391,0.6247,1,0.8889,392,0.6166,0,0.2281,18,critical
USR0155,44895,0.0193,0.0039,0.9,22739,5399,0.5065,0.1203,-0.0527,1,238819,247910,221188,315.01,999,2089,0.0465,0,1.0,34840,0.077,0,0.0027,11,healthy
USR0156,40707,0.4386,-0.1967,0.1,41728,10068,1.0251,0.2473,-0.0478,0,354144,353423,335916,-379.73,932,14031,0.3447,1,0.9444,1899,1.3835,0,0.1283,18,at_risk
USR0157,25639,0.0338,-0.0006,0.8,39977,5565,1.5592,0.2171,0.0347,0,6075,12615,0,-132.44,45,29202,1.139,0,1.0,408,0.6546,0,-0.0946,9,at_risk
USR0158,30019,0.0207,-0.0025,0.8,44178,9675,1.4717,0.3223,0.0122,0,0,8473,0,-31.07,999,31140,1.0373,0,1.0,614,0.8648,0,-0.0111,24,at_risk
USR0159,47167,0.0331,-0.0158,0.8,24571,9694,0.5209,0.2055,0.0618,0,297629,303557,274968,321.69,999,9074,0.1924,0,1.0,879,0.7158,0,0.0356,18,healthy
USR0160,70123,0.03,0.0044,0.9,80479,16628,1.1477,0.2371,0.0306,0,19546,39463,19546,245.91,999,55282,0.7884,0,1.0,1089,0.8827,0,-0.0514,16,at_risk
USR0161,10507,0.2308,-0.0634,0.1,34870,2691,3.3188,0.2561,0.0056,0,31379,26040,23441,52.28,999,30724,2.9242,0,1.0,298,2.3968,0,-0.0304,9,at_risk
USR0162,41660,0.0393,0.0079,0.8,32614,8499,0.7829,0.204,-0.0331,1,19728,26792,7659,217.87,999,16971,0.4074,1,0.9444,68359,0.3704,0,0.0256,20,at_risk
USR0163,69065,0.0431,0.0084,0.9,127492,11545,1.846,0.1672,-0.0283,1,53426,65843,23923,747.06,999,96741,1.4007,0,1.0,174476,0.0172,0,-0.0006,11,at_risk
USR0164,6579,0.4659,-0.132,0.3,10632,2710,1.616,0.4119,-0.075,1,6026,4299,414,60.44,999,12734,1.9356,2,0.7778,274,0.9284,0,-0.7016,16,critical
USR0165,21590,0.3732,-0.162,0.9,20569,6502,0.9527,0.3012,-0.0173,0,101973,109470,101973,-160.98,633,2586,0.1198,0,1.0,1232,0.2423,0,0.1121,11,healthy
USR0166,72758,0.0424,-0.0099,0.4,72268,12559,0.9933,0.1726,-0.0256,0,4246,18468,0,-53.7,79,51924,0.7137,0,1.0,1509,0.8764,0,-0.0608,16,at_risk
USR0167,60341,0.0323,-0.0072,0.9,34179,11549,0.5664,0.1914,-0.0133,0,321646,337317,321646,397.38,999,10351,0.1715,0,1.0,2300,0.2652,0,-0.0799,18,healthy
USR0168,131956,0.0275,-0.0052,0.8,77160,25731,0.5847,0.195,-0.0299,0,389122,396130,308605,292.99,999,58707,0.4449,3,0.8333,1696,0.7884,0,-0.0076,23,at_risk
USR0169,47113,0.0519,0.0185,0.6,41598,4266,0.8829,0.0905,-0.0099,0,158995,161167,121922,236.74,999,28544,0.6059,1,0.9444,1117,0.9801,0,-0.0937,25,at_risk
USR0170,51802,0.0363,0.0158,0.2,48079,9271,0.9281,0.179,0.0087,0,21038,29959,21038,-157.1,133,32104,0.6197,0,1.0,995,1.7663,0,-0.0567,13,at_risk
USR0171,54417,0.0327,-0.0021,0.8,43431,7748,0.7981,0.1424,-0.0137,0,187792,188236,153001,-163.5,999,22199,0.4079,0,1.0,1155,1.002,0,-0.007,19,healthy
USR0172,46928,0.0315,-0.009,0.9,20816,10927,0.4436,0.2329,0.0194,0,267151,276864,252998,361.9,999,6008,0.128,0,1.0,0,1.0,0,0.0241,20,healthy
USR0173,60668,0.0311,-0.0095,0.8,48332,10260,0.7967,0.1691,-0.0099,0,248919,247908,205119,-156.69,999,27200,0.4483,0,1.0,1203,0.5063,0,0.0009,17,healthy
USR0174,29478,0.0376,0.0153,0.9,31858,5074,1.0807,0.1721,0.0027,0,0,8991,0,-198.65,999,24658,0.8365,0,1.0,228,1.471,0,0.0108,19,at_risk
USR0175,36427,0.025,0.0077,0.8,67422,7527,1.8509,0.2066,0.0104,0,22929,23226,0,-146.72,156,57479,1.5779,0,1.0,596,0.7867,0,0.04,9,at_risk
USR0176,49065,0.026,0.0028,0.8,57842,11269,1.1789,0.2297,-0.0596,1,0,12626,0,-532.87,999,44396,0.9048,1,0.9444,179724,0.0159,0,0.0239,19,critical
USR0177,19512,0.0307,-0.0012,0.8,36580,2566,1.8747,0.1315,-0.0012,0,12194,11435,0,-123.76,98,27866,1.4281,0,1.0,604,1.1406,0,0.0451,10,at_risk
USR0178,92726,0.0226,-0.0037,0.9,90815,18942,0.9794,0.2043,-0.0399,0,71602,86276,62300,-444.2,161,80180,0.8647,3,0.8889,2627,0.6993,0,0.0131,23,critical
USR0179,88912,0.2252,-0.0705,0.2,155755,16124,1.7518,0.1813,0.0077,0,61175,32938,335,116.55,999,123778,1.3921,0,1.0,36862,0.1114,0,0.2449,28,at_risk
USR0180,28510,0.0295,-0.0061,0.8,58077,4793,2.0371,0.1681,-0.0033,1,0,5978,0,-139.36,999,30723,1.0776,0,1.0,66409,0.0351,0,0.0652,20,at_risk
USR0181,74214,0.0322,0.001,0.9,58770,13260,0.7919,0.1787,0.0053,0,179489,199839,175044,343.76,999,31388,0.4229,0,1.0,1080,1.803,0,-0.0499,18,healthy
USR0182,124208,0.0194,-0.0045,0.8,85952,18871,0.692,0.1519,-0.006,0,623169,624572,547761,177.56,999,50283,0.4048,0,1.0,1863,0.5705,0,-0.0095,27,healthy
USR0183,25062,0.0655,-0.0052,0.8,23591,6530,0.9413,0.2605,-0.0384,0,3528,9725,0,-52.57,67,12781,0.51,0,1.0,20492,0.0591,0,-0.0041,20,at_risk
USR0184,45246,0.0507,-0.0019,0.8,43288,8938,0.9567,0.1975,-0.0187,0,44588,38547,12654,85.75,999,30503,0.6742,0,1.0,895,0.6382,0,0.116,24,at_risk
USR0185,178729,0.0372,-0.0132,0.8,68928,39730,0.3857,0.2223,0.0686,0,1325974,1348875,1213810,2053.27,999,14051,0.0786,0,1.0,3818,1.365,0,-0.0191,10,healthy
USR0186,39214,0.0331,-0.0006,0.9,69814,8156,1.7803,0.208,-0.0023,0,37068,45441,20709,376.81,999,55539,1.4163,0,1.0,1130,1.5709,0,-0.0583,9,at_risk
USR0187,100400,0.106,0.0028,0.3,54515,17460,0.543,0.1739,-0.0226,0,371163,366220,341883,1313.33,999,18101,0.1803,0,1.0,37781,0.096,0,-0.0249,20,healthy
USR0188,90428,0.2085,-0.0874,0.2,58756,12325,0.6498,0.1363,-0.0053,0,500340,471950,448391,842.79,999,24427,0.2701,0,1.0,2354,0.304,0,-0.2933,18,healthy
USR0189,62417,0.1817,0.0295,0.1,43984,13246,0.7047,0.2122,-0.0127,0,77482,64879,48485,142.69,999,25117,0.4024,0,1.0,797,1.3583,0,-0.5441,19,healthy
USR0190,14657,0.4617,-0.2016,0.8,24889,8111,1.6981,0.5534,0.0002,0,76684,81070,71860,-653.5,117,17583,1.1996,2,0.8889,377,1.0,0,-0.4148,17,critical
USR0191,29312,0.0302,-0.0101,0.8,41400,5088,1.4124,0.1736,-0.0132,1,19462,20371,216,-276.11,70,17661,0.6025,0,1.0,78785,0.0259,0,0.0098,11,critical
USR0192,37237,0.3551,-0.1536,0.9,80334,16434,2.1574,0.4413,-0.0153,0,0,8672,0,-183.89,999,73313,1.9688,1,0.963,1266,0.9648,0,0.027,26,critical
USR0193,73038,0.0265,-0.0049,0.9,81934,7367,1.1218,0.1009,-0.0108,0,4267,22252,4267,-1141.57,3,55790,0.7638,0,1.0,1955,1.8834,0,0.0443,17,critical
USR0194,8830,0.2091,-0.0691,0.8,9685,2347,1.0969,0.2658,0.0242,0,0,2435,0,-108.03,999,6392,0.7239,0,1.0,178,0.9173,0,-0.0032,15,at_risk
USR0195,101420,0.0346,-0.0085,0.9,91444,18949,0.9016,0.1868,-0.0046,0,318152,362312,318152,-308.32,999,59761,0.5892,0,1.0,3562,0.8824,0,-0.0706,15,at_risk
USR0196,32626,0.0334,0.0015,0.9,26488,6208,0.8119,0.1903,-0.0028,0,75738,87354,75738,34.62,999,14281,0.4377,0,1.0,966,2.1732,0,-0.0174,17,healthy
USR0197,33505,0.2367,0.0658,0.1,29031,6608,0.8665,0.1972,0.0041,0,20552,15421,5936,-196.61,104,20673,0.617,0,1.0,542,0.8192,0,-0.1848,22,at_risk
USR0198,40670,0.0512,-0.0042,0.9,27443,8791,0.6748,0.2162,0.0114,0,132434,140292,118366,168.26,999,9297,0.2286,0,1.0,720,0.2972,0,-0.0029,19,healthy
USR0199,32465,0.1308,0.0015,0.1,58793,9646,1.8109,0.2971,0.0077,0,13856,7890,0,-29.12,475,47530,1.464,0,1.0,394,1.0,0,0.2274,18,at_risk
USR0200,19217,0.0594,0.0247,0.8,20934,2374,1.0894,0.1235,-0.1119,1,19935,24100,19324,202.64,999,8695,0.4525,1,0.8889,167188,0.53,0,-0.1194,10,at_risk
USR0201,105617,0.0368,0.0122,0.8,60102,17241,0.5691,0.1632,-0.0138,1,456151,453356,392969,1055.11,999,19214,0.1819,0,1.0,134090,0.0151,0,-0.0181,18,healthy
USR0202,21050,0.0854,-0.0117,0.8,25304,2947,1.2021,0.14,0.0018,0,904,7150,0,-117.24,7,23786,1.13,2,0.8889,370,0.503,0,-0.0297,25,critical
USR0203,47083,0.0402,0.0047,0.8,86440,7752,1.8359,0.1646,0.0012,0,34995,36476,10360,14.64,999,72757,1.5453,0,1.0,25295,0.0938,0,-0.0643,12,at_risk
USR0204,38470,0.0538,0.0177,0.8,46027,4057,1.1964,0.1055,-0.0011,0,8604,21410,8604,83.29,999,30985,0.8054,0,1.0,884,1.0769,0,-0.0997,13,at_risk
USR0205,102550,0.1614,-0.0021,0.1,75963,14951,0.7407,0.1458,-0.0308,0,113333,83506,48059,60.15,999,31277,0.305,0,1.0,23232,0.66,0,0.2787,20,healthy
USR0206,99223,0.0187,0.0079,0.9,87812,18260,0.885,0.184,0.0237,0,61857,92775,61857,-137.69,449,55830,0.5627,0,1.0,2201,1.2116,0,-0.0361,15,healthy
USR0207,36969,0.0511,-0.0203,0.9,19061,8575,0.5156,0.232,0.0006,0,231485,240351,223000,154.01,999,9279,0.251,0,1.0,523,1.2898,0,-0.0169,19,healthy
USR0208,27915,0.1209,0.0441,0.1,5932,6035,0.2125,0.2162,0.0254,0,205225,191208,180337,240.36,999,0,0.0,0,1.0,206,0.7111,0,-0.0524,12,healthy
USR0209,49198,0.0156,0.0054,0.8,40890,8353,0.8311,0.1698,-0.0007,0,83214,93129,65415,87.11,999,23758,0.4829,0,1.0,1252,0.6654,0,0.024,16,healthy
USR0210,37695,0.0423,-0.0141,0.8,24668,6471,0.6544,0.1717,-0.0354,0,111403,118570,107056,47.12,999,24715,0.6557,2,0.8889,359,1.016,0,-0.0709,22,at_risk
USR0211,34995,0.0241,0.0103,0.6,76022,4616,2.1723,0.1319,-0.0492,0,26083,19476,13906,4.26,999,83980,2.3997,2,0.9259,885,1.4762,0,-0.0168,19,at_risk
USR0212,152028,0.0348,-0.0008,0.8,74004,43225,0.4868,0.2843,0.0681,0,912779,957878,866501,1180.05,999,38863,0.2556,0,1.0,1892,0.6702,0,-0.0605,19,healthy
USR0213,58551,0.0467,-0.0115,0.9,48158,12017,0.8225,0.2052,0.0111,1,246256,257984,237026,-164.39,999,22132,0.378,0,1.0,54911,0.0158,0,0.0495,19,healthy
USR0214,39136,0.0321,-0.0028,0.8,23442,7887,0.599,0.2015,0.1052,1,147649,158814,138781,-352.45,418,12847,0.3283,0,1.0,882,0.4933,0,0.0689,20,healthy
USR0215,49485,0.0343,-0.0022,0.8,51328,7354,1.0372,0.1486,-0.0486,0,25660,20127,2722,118.99,999,44597,0.9012,4,0.8519,1260,0.5874,0,0.0342,27,critical
USR0216,17558,0.0261,0.0103,0.8,3973,2483,0.2263,0.1414,-0.0343,0,144498,145150,131007,342.88,999,0,0.0,0,1.0,149,1.5767,0,-0.0552,13,healthy
USR0217,53259,0.0201,0.0055,0.9,42463,12685,0.7973,0.2382,0.0422,0,148740,176203,148740,-229.48,648,25456,0.478,0,1.0,881,1.0136,0,-0.0501,16,at_risk
USR0218,130895,0.0276,0.0057,0.8,115391,28749,0.8816,0.2196,0.0027,0,96174,126319,74231,-519.85,185,60999,0.466,0,1.0,2749,0.9314,0,0.0566,27,at_risk
USR0219,63128,0.021,-0.0037,0.8,55585,6917,0.8805,0.1096,-0.0224,0,124645,126709,79823,-313.68,397,36454,0.5775,0,1.0,1120,1.2874,0,0.0023,24,at_risk
USR0220,49156,0.0244,-0.0058,0.8,32280,6404,0.6567,0.1303,0.0123,0,227035,239853,214359,127.79,999,17405,0.3541,0,1.0,867,1.3277,0,0.0631,16,healthy
USR0221,38990,0.026,-0.0017,0.8,24648,8903,0.6322,0.2283,-0.0746,1,125095,131563,111443,4.63,999,14854,0.381,0,1.0,39753,0.0087,0,0.0369,17,healthy
USR0222,36110,0.0619,-0.0087,0.9,43641,5098,1.2086,0.1412,-0.0046,0,0,8027,0,-251.51,999,32101,0.889,0,1.0,659,1.0532,0,0.0195,9,at_risk
USR0223,35839,0.0894,-0.0022,0.1,23242,6996,0.6485,0.1952,-0.0665,0,43836,37059,23640,290.79,999,25555,0.7131,5,0.8148,1057,0.5758,0,-0.26,21,critical
USR0224,49802,0.1455,-0.0285,0.6,20143,9936,0.4045,0.1995,0.0191,0,229312,237482,221170,893.34,999,8747,0.1756,0,1.0,495,1.0,0,0.299,21,healthy
USR0225,41107,0.0543,-0.0181,0.8,26102,6069,0.635,0.1476,-0.0158,1,113588,120654,97399,-350.57,324,13398,0.3259,0,1.0,40124,72.0,0,-0.0284,18,healthy
USR0226,37456,0.0216,-0.0029,0.8,22178,5923,0.5921,0.1581,-0.0412,0,214702,224462,204926,233.02,999,9657,0.2578,0,1.0,910,0.6802,0,0.0058,19,healthy
USR0227,47729,0.3413,-0.1514,0.9,77265,9943,1.6188,0.2083,-0.0774,0,118258,142979,118258,-1139.27,103,63021,1.3204,2,0.9259,2671,1.5579,0,-0.5898,22,critical
USR0228,62018,0.0451,0.011,0.7,65876,8227,1.0622,0.1327,-0.0158,0,90271,94742,51170,-252.55,357,47834,0.7713,0,1.0,1299,1.5971,0,-0.0813,12,at_risk
USR0229,73410,0.1792,-0.0865,0.1,70989,19618,0.967,0.2672,-0.0043,0,117765,99110,79939,-933.73,126,32348,0.4406,0,1.0,38526,0.0546,0,0.2016,20,healthy
USR0230,40944,0.0281,0.0025,0.9,38133,6811,0.9313,0.1663,-0.0245,0,609,14210,609,-84.38,7,24211,0.5913,0,1.0,26280,0.0232,0,-0.0479,17,at_risk
USR0231,53965,0.0327,0.0011,0.8,24391,11641,0.452,0.2157,0.0437,0,354613,357354,325976,378.11,999,5751,0.1066,0,1.0,923,0.9003,0,0.062,19,healthy
USR0232,79969,0.0158,0.0039,0.8,105138,7397,1.3147,0.0925,-0.0238,0,31717,35054,0,-96.9,327,90308,1.1293,0,1.0,1559,0.3887,0,0.0229,27,at_risk
USR0233,11115,0.208,-0.025,0.8,4308,2575,0.3876,0.2317,0.0446,0,58440,59189,53171,183.2,999,0,0.0,0,1.0,390,2.0562,0,0.2953,13,healthy
USR0234,46657,0.0355,-0.0084,0.8,34077,8898,0.7304,0.1907,0.0066,0,195006,190805,158951,-25.29,999,19151,0.4105,0,1.0,1329,0.5118,0,-0.0591,17,healthy
USR0235,42091,0.0116,0.0001,0.9,39735,7621,0.944,0.1811,-0.1462,0,11642,18856,780,211.28,999,66562,1.5814,5,0.8148,702,1.1458,0,0.0345,23,critical
USR0236,53457,0.0423,-0.008,0.8,27587,13902,0.5161,0.2601,0.066,0,289951,295543,268081,306.49,999,11654,0.218,0,1.0,1181,1.9667,0,-0.0851,19,healthy
USR0237,34078,0.0202,0.0025,0.8,59354,4764,1.7417,0.1398,0.0155,0,6901,11258,0,-60.34,114,50749,1.4892,0,1.0,46495,0.0516,0,0.0198,20,at_risk
USR0238,34647,0.0368,0.009,0.8,43877,5961,1.2664,0.1721,0.0165,0,4205,13685,3499,-21.23,198,32122,0.9271,0,1.0,677,0.4061,0,0.0717,20,at_risk
USR0239,52969,0.022,-0.0014,0.8,42262,8395,0.7979,0.1585,0.0039,0,176034,182819,148963,99.19,999,20715,0.3911,0,1.0,1812,0.5423,0,-0.0329,18,healthy
USR0240,36912,0.0218,0.0044,0.8,36282,6667,0.9829,0.1806,-0.0291,0,3745,15134,3745,-221.27,16,20793,0.5633,0,1.0,1349,0.7877,0,0.0544,15,critical
USR0241,24987,0.034,-0.0055,0.8,15815,3861,0.6329,0.1545,0.0159,0,73933,78943,70787,99.64,999,8596,0.344,0,1.0,515,2.3678,0,0.0235,17,healthy
USR0242,42427,0.0275,-0.0046,0.9,56689,11141,1.3362,0.2626,0.014,0,25906,35771,18570,10.91,999,39772,0.9374,0,1.0,1172,0.4235,0,0.0199,21,at_risk
USR0243,44109,0.0338,-0.0056,0.8,72602,6709,1.646,0.1521,-0.022,0,0,5861,0,-115.88,999,55949,1.2684,0,1.0,870,1.0,0,0.0716,22,at_risk
USR0244,17890,0.023,0.0064,0.8,23415,3564,1.3089,0.1992,0.0122,0,8417,10339,0,27.12,999,16634,0.9298,0,1.0,242,1.3672,0,0.0248,11,at_risk
USR0245,54571,0.0345,0.0006,0.8,32113,10234,0.5885,0.1875,0.0314,0,355654,356987,318205,440.97,999,12884,0.2361,0,1.0,618,0.7225,0,0.0144,18,healthy
USR0246,73742,0.0276,-0.0124,0.8,25401,12184,0.3445,0.1652,-0.0004,0,633115,651049,633115,1015.02,999,5177,0.0702,0,1.0,1244,0.4368,0,0.0092,19,healthy
USR0247,115498,0.0248,0.01,0.8,52797,17950,0.4571,0.1554,0.0101,0,457277,504927,439447,1183.63,999,24465,0.2118,0,1.0,43870,0.1093,0,-0.0489,20,healthy
USR0248,63658,0.0353,0.0071,0.9,105963,14938,1.6646,0.2347,-0.0061,0,0,22436,0,-578.36,999,80423,1.2634,0,1.0,1373,1.2307,0,-0.0686,13,at_risk
USR0249,93674,0.0419,0.0037,0.0,59285,11713,0.6329,0.125,-0.0327,0,481373,496916,440308,947.65,999,31226,0.3333,0,1.0,1331,1.2529,0,-0.0995,27,healthy
USR0250,66824,0.023,0.0019,0.9,69361,11504,1.038,0.1721,-0.0026,0,3755,26366,3755,-570.67,6,41267,0.6175,0,1.0,2291,0.8061,0,-0.0006,26,critical
USR0251,34729,0.0706,-0.006,0.2,30409,11190,0.8756,0.3222,0.0365,0,32892,23641,0,-412.89,79,17526,0.5047,0,1.0,714,0.7522,0,-0.0048,17,at_risk
USR0252,74477,0.1541,-0.0071,0.5,28888,9633,0.3879,0.1293,0.0225,0,454709,438746,404509,956.43,999,4994,0.0671,0,1.0,1583,2.1735,0,-0.0167,10,healthy
USR0253,27794,0.0969,0.0316,0.0,22430,3206,0.807,0.1153,0.0408,1,23253,22961,4856,-432.14,53,15177,0.5461,0,1.0,27176,0.0939,0,-0.2169,12,at_risk
USR0254,48166,0.0179,-0.0015,0.8,101791,7102,2.1133,0.1474,-0.0128,0,1818,19333,1818,-294.71,6,82464,1.7121,0,1.0,38773,0.2751,0,0.0306,19,critical
USR0255,49526,0.0338,0.0037,0.9,49086,7933,0.9911,0.1602,-0.0018,0,81257,97218,81257,-386.91,210,30129,0.6084,0,1.0,1555,1.1514,0,-0.0132,25,at_risk
USR0256,75257,0.0388,-0.0099,0.8,125163,14841,1.6631,0.1972,-0.0163,0,25442,31183,0,242.13,999,82005,1.0897,0,1.0,122768,0.0285,0,-0.0634,20,at_risk
USR0257,100658,0.1596,-0.0082,0.0,106584,26855,1.0589,0.2668,0.0085,0,69200,72705,28292,27.14,999,72036,0.7157,0,1.0,1327,1.0,0,-0.1103,25,at_risk
USR0258,45490,0.0395,0.0141,0.1,28750,7339,0.632,0.1613,-0.011,0,193293,202144,178199,251.61,999,15269,0.3357,0,1.0,664,1.1461,0,-0.0542,18,healthy
USR0259,52451,0.0158,0.0049,0.9,93235,11563,1.7776,0.2204,-0.0208,0,6672,25922,5258,-446.1,14,90239,1.7204,2,0.8889,79465,0.0133,0,-0.0088,18,critical
USR0260,53977,0.0267,0.0072,0.8,82125,12290,1.5215,0.2277,-0.0016,0,65516,76575,45262,738.65,999,61680,1.1427,0,1.0,1556,0.9221,0,-0.0569,9,at_risk
USR0261,26446,0.0325,0.0001,0.8,40669,4167,1.5378,0.1576,0.0013,0,25891,19033,6454,74.71,999,36662,1.3863,1,0.963,411,1.5869,0,-0.0879,22,at_risk
USR0262,57432,0.0214,-0.0055,0.8,34047,13347,0.5928,0.2324,-0.0187,0,157557,165892,131151,282.75,999,11801,0.2055,0,1.0,1483,1.7932,0,0.0514,18,healthy
USR0263,24025,0.0231,-0.0063,0.8,28141,4537,1.1713,0.1888,-0.0424,1,21988,24265,16129,-209.42,104,12826,0.5339,1,0.8889,60120,0.0378,0,-0.0219,12,critical
USR0264,40212,0.0202,0.0046,0.8,46996,4430,1.1687,0.1102,-0.024,0,41466,43823,10201,242.07,999,36350,0.904,0,1.0,895,0.777,0,0.01,9,at_risk
USR0265,60540,0.0313,-0.0052,0.9,76571,9628,1.2648,0.159,0.011,0,0,12343,0,-178.83,999,54994,0.9084,0,1.0,1591,0.3069,0,-0.0324,32,at_risk
USR0266,32133,0.0182,-0.0027,0.8,30471,4784,0.9483,0.1489,0.0056,1,22639,25728,4845,-159.99,141,21304,0.663,0,1.0,43159,0.043,0,-0.0302,13,at_risk
USR0267,15734,0.4395,-0.1826,0.9,18162,7574,1.1543,0.4814,0.0193,0,54963,64200,54963,-327.65,167,3764,0.2392,0,1.0,904,1.263,0,-0.3046,18,at_risk
USR0268,37224,0.0481,0.0135,0.3,22273,6046,0.5983,0.1624,0.0084,0,165195,182941,164023,262.27,999,16947,0.4553,3,0.8333,677,0.6744,0,-0.1464,17,at_risk
USR0269,38017,0.0373,0.0031,0.9,24797,6094,0.6523,0.1603,-0.0132,0,176377,177990,164284,179.76,999,13281,0.3493,0,1.0,704,0.8552,0,-0.0787,19,healthy
USR0270,30082,0.0373,-0.0013,0.9,44742,5192,1.4873,0.1726,-0.0188,0,7850,16539,7850,-107.19,73,33475,1.1128,0,1.0,745,0.7528,0,0.0543,12,at_risk
USR0271,19329,0.3659,-0.1789,0.8,27818,5189,1.4392,0.2685,-0.0635,0,3463,9544,968,-118.72,29,20703,1.0711,1,0.8889,1267,1.9828,0,0.0096,14,critical
USR0272,32222,0.0249,0.0047,0.8,44749,5419,1.3888,0.1682,0.0003,0,19612,23992,0,-109.41,179,32224,1.0001,0,1.0,539,1.0879,0,-0.0468,11,at_risk
USR0273,53726,0.0524,0.0121,0.8,29544,6793,0.5499,0.1264,-0.066,0,219236,228326,204601,623.06,999,24088,0.4483,3,0.8333,1101,0.5603,0,0.1199,19,at_risk
USR0274,74984,0.0387,-0.0009,0.8,50972,12703,0.6798,0.1694,-0.0289,0,242612,252118,228378,-9.85,999,20288,0.2706,0,1.0,2342,0.4696,0,0.0636,18,healthy
USR0275,61652,0.0428,0.0062,0.8,107103,7344,1.7372,0.1191,0.0022,0,933,12612,0,-14.0,66,88756,1.4396,0,1.0,755,0.4871,0,0.0588,27,at_risk
USR0276,49947,0.109,-0.0407,0.7,56546,7878,1.1321,0.1577,-0.0607,1,44523,40528,6895,56.45,999,30191,0.6045,1,0.9444,181480,0.3456,0,-0.2114,23,critical
USR0277,55670,0.0267,0.0074,0.1,82145,11279,1.4756,0.2026,-0.0044,0,0,11114,0,-32.46,999,63970,1.1491,0,1.0,640,0.5375,0,0.0415,19,at_risk
USR0278,5030,0.4658,-0.2067,0.8,3178,2171,0.6318,0.4317,0.0004,0,50985,52061,48984,-33.44,999,0,0.0,0,1.0,290,0.7101,0,0.0887,12,healthy
USR0279,74963,0.4142,-0.1858,0.8,53120,34100,0.7086,0.4549,-0.0031,0,847571,882454,847571,-606.87,999,12435,0.1659,2,0.7778,3533,0.2823,0,0.2417,17,at_risk
USR0280,16055,0.1061,-0.0041,0.9,17025,3366,1.0604,0.2096,0.0024,0,6732,11413,6732,-101.86,66,12547,0.7815,0,1.0,291,2.3156,0,0.0212,12,at_risk
USR0281,61909,0.0175,-0.0063,0.8,56615,8537,0.9145,0.1379,-0.017,0,89303,102023,79214,-258.67,345,38286,0.6184,0,1.0,1493,1.4695,0,-0.0151,15,at_risk
USR0282,19071,0.3784,-0.1683,0.9,24333,5267,1.276,0.2762,-0.027,0,72025,83147,72025,-420.86,171,9953,0.5219,1,0.8889,1476,1.1714,0,-0.4307,17,critical
USR0283,70538,0.0244,-0.0078,0.9,56060,8709,0.7947,0.1235,-0.1204,0,83787,76746,62495,542.28,999,63599,0.9016,4,0.8519,1925,0.2931,0,0.0521,24,critical
